MGI:MGI:1889817	replication initiator 1		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR24406	protein_coding_gene		PMID:20727851	20120618
MGI:MGI:1913297	mitochondrial ribosomal protein L54		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR28595	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1913297	mitochondrial ribosomal protein L54		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q6P161	PANTHER:PTHR28595	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161010
MGI:MGI:1913297	mitochondrial ribosomal protein L54		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR28595	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1913297	mitochondrial ribosomal protein L54		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN002006205|SGD:S000000472|UniProtKB:Q6P161	PANTHER:PTHR28595	protein_coding_gene		GO_REF:0000033	20181018
MGI:MGI:98073	ribosomal protein L7		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:735169	PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98073	ribosomal protein L7		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98073	ribosomal protein L7		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:735169	PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98073	ribosomal protein L7		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P18124	PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98073	ribosomal protein L7		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98073	ribosomal protein L7		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P18124	PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98073	ribosomal protein L7		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000897517|SGD:S000003044|SGD:S000006119|MGI:MGI:98073|RGD:735169|UniProtKB:P18124	PANTHER:PTHR11524	protein_coding_gene		GO_REF:0000033	20200807
MGI:MGI:98073	ribosomal protein L7		GO:0005840		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR11524	protein_coding_gene		PMID:22022532	20141201
MGI:MGI:98073	ribosomal protein L7		GO:0022625		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR11524	protein_coding_gene		PMID:2648130	20080918
MGI:MGI:98073	ribosomal protein L7		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11524	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:98073	ribosomal protein L7		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11524	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:98068	ribosomal protein L37a		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR48160	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98068	ribosomal protein L37a		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P61513	PANTHER:PTHR48160	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98068	ribosomal protein L37a		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR48160	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98068	ribosomal protein L37a		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61513	PANTHER:PTHR48160	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98068	ribosomal protein L37a		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN008298523|MGI:MGI:98068|UniProtKB:P61513	PANTHER:PTHR48160	protein_coding_gene		GO_REF:0000033	20211218
MGI:MGI:98068	ribosomal protein L37a		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR48160	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98068	ribosomal protein L37a		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR48160	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:2443114	La ribonucleoprotein 4		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:Q71RC2	PANTHER:PTHR22792	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161216
MGI:MGI:98039	Putative large ribosomal subunit protein eL32'		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000601894|RGD:621203|SGD:S000000188|MGI:MGI:98038|UniProtKB:P62910|UniProtKB:A0A1D8PPN6|UniProtKB:Q8I3B0	PANTHER:PTHR23413	protein_coding_gene		GO_REF:0000033	20230111
MGI:MGI:98038	ribosomal protein L32		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62910	PANTHER:PTHR23413	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98038	ribosomal protein L32		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621203	PANTHER:PTHR23413	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98038	ribosomal protein L32		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR23413	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98038	ribosomal protein L32		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR23413	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98038	ribosomal protein L32		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62910	PANTHER:PTHR23413	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98038	ribosomal protein L32		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000601894|RGD:621203|SGD:S000000188|MGI:MGI:98038|UniProtKB:P62910|UniProtKB:A0A1D8PPN6|UniProtKB:Q8I3B0	PANTHER:PTHR23413	protein_coding_gene		GO_REF:0000033	20230111
MGI:MGI:98038	ribosomal protein L32		GO:0022625		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR23413	protein_coding_gene		PMID:6993285	20110602
MGI:MGI:98038	ribosomal protein L32		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23413	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98038	ribosomal protein L32		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR23413	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98037	ribosomal protein L30		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:621201	PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98037	ribosomal protein L30		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98037	ribosomal protein L30		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98037	ribosomal protein L30		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62888	PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98037	ribosomal protein L30		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621201	PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98037	ribosomal protein L30		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62888	PANTHER:PTHR11449	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98037	ribosomal protein L30		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000154874|SGD:S000002998|MGI:MGI:98037|UniProtKB:P62888|RGD:621201	PANTHER:PTHR11449	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:98037	ribosomal protein L30		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11449	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98036	ribosomal protein L27		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:621192	PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98036	ribosomal protein L27		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P61353	PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98036	ribosomal protein L27		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621192	PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98036	ribosomal protein L27		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98036	ribosomal protein L27		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98036	ribosomal protein L27		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61353	PANTHER:PTHR10497	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98036	ribosomal protein L27		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000052145|SGD:S000001052|UniProtKB:Q8IKM5|UniProtKB:P61353|MGI:MGI:98036|RGD:621192	PANTHER:PTHR10497	protein_coding_gene		GO_REF:0000033	20230109
MGI:MGI:98036	ribosomal protein L27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10497	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98036	ribosomal protein L27		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10497	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98020	ribosomal protein L19		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:98020	ribosomal protein L19		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR035970|InterPro:IPR000196|InterPro:IPR015972	PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:98020	ribosomal protein L19		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98020	ribosomal protein L19		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P84098	PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98020	ribosomal protein L19		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:98020	ribosomal protein L19		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621183	PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98020	ribosomal protein L19		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P84098	PANTHER:PTHR10722	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98020	ribosomal protein L19		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000076564|SGD:S000002156|MGI:MGI:98020|UniProtKB:P84098|UniProtKB:C6KSY6|SGD:S000000123|RGD:621183	PANTHER:PTHR10722	protein_coding_gene		GO_REF:0000033	20230109
MGI:MGI:98020	ribosomal protein L19		GO:0022625		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR10722	protein_coding_gene		PMID:6993285	20110601
MGI:MGI:98020	ribosomal protein L19		GO:0022625	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""EMAPA:17972"", ""label"": ""EMAPA:17972""}}"	MGI	NCBITaxon:10090	IDA		PANTHER:PTHR10722	protein_coding_gene		PMID:23500592	20140113
MGI:MGI:98002	ribosomal protein L12		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11661	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:98002	ribosomal protein L12		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P30050	PANTHER:PTHR11661	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:98002	ribosomal protein L12		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1565106	PANTHER:PTHR11661	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:98002	ribosomal protein L12		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P30050	PANTHER:PTHR11661	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:98002	ribosomal protein L12		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000184010|SGD:S000002826|SGD:S000000780|UniProtKB:P30050|RGD:1565106|MGI:MGI:98002	PANTHER:PTHR11661	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:98002	ribosomal protein L12		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11661	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:98002	ribosomal protein L12		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11661	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1096881	eukaryotic translation elongation factor 1 alpha 1		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P68104	PANTHER:PTHR23115	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230208
MGI:MGI:1096881	eukaryotic translation elongation factor 1 alpha 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P68104	PANTHER:PTHR23115	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230209
MGI:MGI:3780170	ribosomal protein L35, retrotransposed		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689		protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:3780170	ribosomal protein L35, retrotransposed		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001854|InterPro:IPR018254|InterPro:IPR036049		protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:3780170	ribosomal protein L35, retrotransposed		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1303007		protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:3780170	ribosomal protein L35, retrotransposed		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P42766		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3780170	ribosomal protein L35, retrotransposed		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P42766		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1914677	ribosomal protein S20		GO:0015935		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005729	PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1914677	ribosomal protein S20		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P60866	PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1914677	ribosomal protein S20		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1914677	ribosomal protein S20		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:621037	PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080829
MGI:MGI:1914677	ribosomal protein S20		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P60866	PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20090119
MGI:MGI:1914677	ribosomal protein S20		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11700	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1914677	ribosomal protein S20		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000193513|RGD:621037|UniProtKB:P60866|SGD:S000001007|MGI:MGI:1914677|UniProtKB:A1XQU9	PANTHER:PTHR11700	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1914677	ribosomal protein S20		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11700	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1278340	ribosomal protein L21		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:68390	PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1278340	ribosomal protein L21		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1278340	ribosomal protein L21		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P46778	PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1278340	ribosomal protein L21		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:68390	PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1278340	ribosomal protein L21		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1278340	ribosomal protein L21		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P46778	PANTHER:PTHR20981	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1278340	ribosomal protein L21		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001463935|UniProtKB:P46778|SGD:S000006000|MGI:MGI:1278340|UniProtKB:Q8ILK3|SGD:S000000395|RGD:68390	PANTHER:PTHR20981	protein_coding_gene		GO_REF:0000033	20230111
MGI:MGI:1278340	ribosomal protein L21		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR20981	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1914531	ribosomal protein L37		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621204	PANTHER:PTHR10768	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1914531	ribosomal protein L37		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P61927	PANTHER:PTHR10768	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1914531	ribosomal protein L37		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61927	PANTHER:PTHR10768	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1914531	ribosomal protein L37		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000080456|SGD:S000002908|UniProtKB:C0H4L5|SGD:S000004175|UniProtKB:P61927|RGD:621204	PANTHER:PTHR10768	protein_coding_gene		GO_REF:0000033	20230109
MGI:MGI:1914531	ribosomal protein L37		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10768	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1914531	ribosomal protein L37		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10768	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1913479	ribosomal protein L7-like 1		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR11524	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1913479	ribosomal protein L7-like 1		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000897517|SGD:S000003044|SGD:S000006119|MGI:MGI:98073|RGD:735169|UniProtKB:P18124	PANTHER:PTHR11524	protein_coding_gene		GO_REF:0000033	20200807
MGI:MGI:1914498	ribosomal protein L39		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000077|InterPro:IPR020083	PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1914498	ribosomal protein L39		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914498	ribosomal protein L39		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1914498	ribosomal protein L39		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62891	PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20180110
MGI:MGI:1914498	ribosomal protein L39		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1914498	ribosomal protein L39		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:3593	PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1914498	ribosomal protein L39		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62891	PANTHER:PTHR19970	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1914498	ribosomal protein L39		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000463054|MGI:MGI:1915422|RGD:3593|UniProtKB:P62891|MGI:MGI:1914498|SGD:S000003725|UniProtKB:C0H4H3	PANTHER:PTHR19970	protein_coding_gene		GO_REF:0000033	20230406
MGI:MGI:1914436	ribosomal protein lateral stalk subunit P2		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621775	PANTHER:PTHR21141	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160304
MGI:MGI:1914436	ribosomal protein lateral stalk subunit P2		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P05387	PANTHER:PTHR21141	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1914436	ribosomal protein lateral stalk subunit P2		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR21141	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1914436	ribosomal protein lateral stalk subunit P2		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR21141	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1914436	ribosomal protein lateral stalk subunit P2		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR21141	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1316728	G1 to S phase transition 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P15170	PANTHER:PTHR23115	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230223
MGI:MGI:88261	calnexin		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:2266	PANTHER:PTHR11073	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20090911
